name,TGID,pos,skin,fam,variant,hairfam,appearance
Fred Banks,17,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1l', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Matt Millen,23,MLB,0,2,a,3,"['Head2a', 'Eyes1a', 'Hair3i', 'Beard3a', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Ronnie Lippett,22,CB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1b', 'Beard1b', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Harry Carson,16,MLB,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1d', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Glen Young,17,WR,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1d', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ricky Nichols,17,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1n', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Cliff Branch,17,WR,1,5,c,1,"['Head5c', 'Eyes1b', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Kurt Peterson,17,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Wesley Walker,18,WR,1,4,c,1,"['Head4c', 'Eyes1b', 'Hair1p', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
James Jones,17,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1s', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Glenn Dennison,17,TE,1,2,a,2,"['Head2a', 'Eyes1d', 'Hair2a', 'Beard2d', 'Eyebrows2a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Preston Gothard,29,TE,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1p', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ron Essink,17,OT,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Petey Perot,17,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1q', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Hal Stephens,17,DE,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1b', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bill Pickel,23,DT,0,3,b,3,"['Head3b', 'Eyes1b', 'Hair3a', 'Beard3f1', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Lewis Mills,17,CB,1,3,a,2,"['Head3a', 'Eyes1c', 'Hair2e', 'Beard2g', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bill Bain,18,OG,0,3,d,1,"['Head3d', 'Eyes1c', 'Hair1p', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Freeman McNeil,18,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1f', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mickey Shuler,18,TE,0,1,c,1,"['Head1c', 'Eyes1a', 'Hair1k', 'Beard1a', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Jim Sweeney,18,OT,0,3,b,3,"['Head3b', 'Eyes1c', 'Hair3j', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Phil Epps,20,WR,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dan Alexander,18,OG,0,2,d,1,"['Head2d', 'Eyes1c', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Derland Moore,18,DT,1,4,d,1,"['Head4d', 'Eyes1e', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Joe Klecko,18,DT,0,2,d,5,"['Head2d', 'Eyes1c', 'Hair5f', 'Beard5e', 'Eyebrows5a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Nuu Faaola,18,RB,2,1,a,3,"['Head1a', 'Eyes1c', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Johnny Lynn,18,S,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1d', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Harry Hamilton,18,S,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1j', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Marion Barber,18,RB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3g', 'Beard3a', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mike Wise,23,DT,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dennis Bligen,18,RB,1,3,a,3,"['Head3a', 'Eyes1b', 'Hair3g', 'Beard3f2', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ben Rudolph,18,DE,1,5,b,1,"['Head5b', 'Eyes1d', 'Hair1j', 'Beard1c', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
Barry Bennett,18,DE,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1b', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Carl Bland,19,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1m', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mike Haight,18,OG,0,2,b,3,"['Head2b', 'Eyes1c', 'Hair3e', 'Beard3e', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rusty Guilbeau,18,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1n', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bob Crable,18,OLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Reggie McElroy,18,OT,1,4,b,1,"['Head4b', 'Eyes1a', 'Hair1j', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Lester Lyles,18,S,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3e', 'Beard3f2', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Rich Miano,18,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1q', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Rocky Klever,18,TE,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1j', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Billy Griggs,18,TE,1,3,a,2,"['Head3a', 'Eyes1a', 'Hair2d', 'Beard2d', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kurt Sohn,18,WR,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Michael Harper,18,WR,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1g', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
JoJo Townsell,18,WR,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3d', 'Beard3d', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Al Toon,18,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1q', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Pat Leahy,18,K,0,2,c,3,"['Head2c', 'Eyes1e', 'Hair3d', 'Beard3a', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Mark Gastineau,18,DE,0,1,b,2,"['Head1b', 'Eyes1b', 'Hair2b', 'Beard2f2', 'Eyebrows2b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Ted Banker,18,OG,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1r1', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rogers Alexander,18,OLB,0,3,a,1,"['Head3a', 'Eyes1b', 'Hair1m', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Charles Jackson,18,OLB,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1d', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Gordon King,18,OT,1,3,d,1,"['Head3d', 'Eyes1a', 'Hair1h', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bob White,18,OT,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1r1', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Troy Benson,18,MLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1i', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Kyle Clifton,18,MLB,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1o', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dave Jennings,18,P,0,3,c,3,"['Head3c', 'Eyes1c', 'Hair3h', 'Beard3b', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ken O'Brien,18,QB,0,1,a,5,"['Head1a', 'Eyes1c', 'Hair5g', 'Beard5f2', 'Eyebrows5a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Pat Ryan,18,QB,0,3,c,2,"['Head3c', 'Eyes1b', 'Hair2g', 'Beard2g', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Kenney,19,OG,1,4,d,1,"['Head4d', 'Eyes1d', 'Hair1k', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bill Barnett,21,DE,1,3,b,3,"['Head3b', 'Eyes1d', 'Hair3e', 'Beard3a', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Garry James,19,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1j', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
David Lewis,19,TE,1,1,a,3,"['Head1a', 'Eyes1a', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Lomas Brown,19,OT,1,3,b,1,"['Head3b', 'Eyes1c', 'Hair1o', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Glover,19,OG,0,3,b,3,"['Head3b', 'Eyes1b', 'Hair3a', 'Beard3d', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Weaver,19,DT,1,4,b,1,"['Head4b', 'Eyes1b', 'Hair1f', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Steve Baack,19,DT,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1d', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
James Jones,19,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1s', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alvin Hall,19,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1k', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Devon Mitchell,19,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1o', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alvin Moore,19,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1f', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Oscar Smith,19,RB,1,5,a,1,"['Head5a', 'Eyes1d', 'Hair1a', 'Beard1f1', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Leon Evans,19,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Curtis Green,19,DE,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3h', 'Beard3b', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Keith Dorney,19,OG,1,5,b,1,"['Head5b', 'Eyes1a', 'Hair1q', 'Beard1b', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
James Johnson,19,OLB,0,3,a,3,"['Head3a', 'Eyes1d', 'Hair3c', 'Beard3f1', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Michael Cofer,19,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rich Strenger,19,OT,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3j', 'Beard3a', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Elbert Watts,21,CB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Demetirous Johnson,19,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1i', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
James Griffin,19,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1n', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
LeRoy Irvin,24,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1g', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Reggie Doss,24,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rob Rubick,19,TE,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Reese McCall,19,TE,1,2,c,3,"['Head2c', 'Eyes1a', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Leonard Thompson,19,WR,1,3,c,1,"['Head3c', 'Eyes1c', 'Hair1n', 'Beard1f2', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mark Nichols,19,WR,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1b', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jerry Gray,24,CB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Tim Fox,24,CB,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1a', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Pete Mandley,19,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Chadwick,19,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eddie Murray,19,K,0,1,c,1,"['Head1c', 'Eyes1c', 'Hair1e', 'Beard1b', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Keith Ferguson,19,DE,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1c', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Scott Barrows,19,OG,0,1,b,1,"['Head1b', 'Eyes1b', 'Hair1o', 'Beard1b', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Paul Butcher,19,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mickey Sutton,24,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jimmy Williams,19,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Dieterich,19,OT,0,1,b,3,"['Head1b', 'Eyes1d', 'Hair3c', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Keith Bosley,19,OT,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Angelo King,19,MLB,0,3,a,1,"['Head3a', 'Eyes1c', 'Hair1m', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Vernon Maxwell,19,MLB,0,1,a,3,"['Head1a', 'Eyes1c', 'Hair3c', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jim Arnold,19,P,0,2,a,3,"['Head2a', 'Eyes1a', 'Hair3e', 'Beard3d', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Eric Hipple,19,QB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Chuck Long,19,QB,0,3,a,2,"['Head3a', 'Eyes1e', 'Hair2b', 'Beard2e', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Joe Ferguson,19,QB,0,3,c,3,"['Head3c', 'Eyes1e', 'Hair3a', 'Beard3f1', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Rich Moran,20,OG,0,3,b,1,"['Head3b', 'Eyes1b', 'Hair1m', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kenneth Davis,20,RB,1,2,a,3,"['Head2a', 'Eyes1a', 'Hair3j', 'Beard3c', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Dan Ross,20,TE,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ken Ruettgers,20,OT,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Ron Hallstrom,20,OG,0,2,b,2,"['Head2b', 'Eyes1a', 'Hair2h', 'Beard2e', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Donnie Humphrey,20,DT,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1q', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Matt Koart,20,DT,0,3,b,1,"['Head3b', 'Eyes1e', 'Hair1n', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Keith Baldwin,25,DE,0,1,b,3,"['Head1b', 'Eyes1e', 'Hair3g', 'Beard3d', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Terry Lewis,25,CB,1,3,a,2,"['Head3a', 'Eyes1c', 'Hair2k', 'Beard2g', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Paul Ott Carruth,20,RB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Gary Green,25,CB,1,4,c,1,"['Head4c', 'Eyes1b', 'Hair1s', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ken Stills,20,S,1,3,a,2,"['Head3a', 'Eyes1d', 'Hair2h', 'Beard2e', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Pleasant,25,CB,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3l', 'Beard3b', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Tim Lewis,20,S,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Gerry Ellis,20,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1j', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Gary Ellerson,20,RB,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3a', 'Beard3b', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ezra Johnson,20,DE,1,3,c,3,"['Head3c', 'Eyes1c', 'Hair3e', 'Beard3b', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Anderson,20,OLB,1,3,c,3,"['Head3c', 'Eyes1c', 'Hair3e', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ruben Mendoza,20,OG,2,3,b,1,"['Head3b', 'Eyes1d', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Jones,27,WR,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Robert Sowell,21,CB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
James Malcolm,30,CB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Brian Noble,20,OLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1p', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bobby Leopold,20,OLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1m', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alan Veingrad,20,OT,0,1,b,3,"['Head1b', 'Eyes1e', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Keith Simpson,25,CB,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
David Greenwood,20,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1f', 'Beard1f2', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Sullivan,20,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ed West,20,TE,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1m', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Moffitt,20,TE,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Walter Stanley,20,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1k', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Preston Dennard,20,WR,1,4,c,1,"['Head4c', 'Eyes1b', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Nolan Franz,20,WR,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1e', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
James Lofton,20,WR,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Al Del Greco,20,K,0,2,a,2,"['Head2a', 'Eyes1a', 'Hair2i', 'Beard2b', 'Eyebrows2b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
